view_id,text
https://www.facebook.com/groups/1945356878817544/permalink/3538899552796594,"Man, I joined this group about a month after this group was created when we were just under 100k members! It sure warms my soul to see how far the walkaway campaign has come since then! I pray the demoncrats donÕt get their way and cheat to win by mail in ballot voting! God bless America, and God bless you all! #Trump2020 __ ____________"
https://www.facebook.com/groups/1945356878817544/permalink/3539088246111058,"____________________________________________________________________ Born and raised in a conservative Christian home... Always voted Republican... but 2016 didnÕt set well with me. The ÒchoiceÓ of candidates was frustrating and caused me to feel limited! WHY would a daughter of a devout Christian .. with two sisters, vote for a man that spoke so terrible ABOUT and TO women?! WHY would my Dad (father of 3 daughters, brother of 3 sisters, grandfather of 4 granddaughters, Uncle to 5 nieces) vote for this man?! Based on what I was forcefed for a solid year... the protest against Donald J Trump ... the solid efforts of the conjoined media... I had been persuaded and thought my Dad had left his beliefs behind... and I voted for Gary Johnson. (Killary was NEVER an option) Once the Plandemic hit... I had some free time on my hands to really dig into DJT and what heÕd been doing these last few years. I watched my first COVID briefing and then saw the media posts. Hmmm... I watched a few more briefings and then media posts. ThatÕs when a light came on and I realized I had been fed a TON OF LIES about our President. I am here to tell you - God has placed DJT in this position at this very time to help America stand up! I am going to #WalkAway from the media and lies I missed the train 4 years ago... But REFUSE to miss it this year #Trump2020 ____________________________________________________________________"
https://www.facebook.com/groups/1945356878817544/permalink/3539088549444361,"I am a #WalkWith. I have always been on the side right. So far, I have seen nothing but narcissistic behavior from the left. They want to crucify republicans for exactly the same thing democrats are doing. Democrats are doing things to stir the pot then blame it on the Republicans. Any small amount of research shows just how true this is. What gets me is how I can watch a news conference and not five minutes later, the media is saying exactly the opposite of what was said or telling us something happened that didn't. I know I am not the only one who sees this happening and I am so grateful for this group because I have friends that are so far gone and drank so much of the Kool-Aid, I can't even begin to think about how to bring them back. It doesn't mean I don't love them any less... It just gives me less I can talk to them about."
https://www.facebook.com/groups/1945356878817544/permalink/3539159139437302,"American from Massachusetts (mixed race) currently living in Victoria, Australia. Actually, I should say stuck in Victoria, Australia, as my Leftist state is holding us all captive! I am not allowed to leave my neighbourhood, let alone the country. I feel compelled to write this walkaway story to warn everyone in America of what could happen if they let the Democrats take power of the Whitehouse again. Victoria is the most Leftist state in all of Australia. Our COVID-19 response has been disastrous under this Leftist state government regime. RT recently wrote an article about how we have the strictest lockdown in the world! I can confirm that is true! We have had about 247 deaths nationwide (to date), all mainly within nursing homes. The Premier of Victoria decided that we are now in 'A state of Disaster' and enforced a stricter lockdown on us. BTW, this is only happening in Victoria, not the rest of Australia. We have been in Stage 3 Lockdown for 5 straight months. A few days ago, they put us into Stage 4 for an additional 2+ months. We don't really know if it will end there, as the Premier is threatening Stage 5 if this Stage 4 is not successful. We don't really know what that means, but he said it would ""radically change the way we live"". Basically, we are all under house arrest - Police have the right to enter your home without a warrant. We have curfews and can only leave our homes once a day, for one hour (although they do not want you leaving your house at all!). Masks are mandatory outdoors and indoors. Nearly every business is closed, so millions of people have been unemployed for the length of this Lockdown. We have been told there will be meat shortages soon, as more businesses were forced to close as per the restrictions of this Stage 4. We are not allowed to leave our suburbs and we are not allowed to see friends or family. This is inhumane! And now, here is the kicker... Our Premier announced that our lives will NOT go back to normal until EVERY Victorian gets the new vaccine they are working on for COVID-19! Yes, you heard that right. We cannot get out of lockdown until we get a vaccine for a virus with a 99.98% survival rate! I do not want to be forced into being injected with a rushed vaccine that has not been tested. We are clearly the guinea pigs of some very sinister plans. This is not normal! Australia does not have a Bill of Rights like America. We have been easily controlled and whipped into submission with the threat of this virus. Please share this story! People need to understand what is happening here. We cannot allow these maniacs to implement this agenda. This affects us all, not just Victoria!"
https://www.facebook.com/groups/1945356878817544/permalink/3539170162769533,No need to welcome me as I have already shared my story before.... I just want to say I just LOVE this group and so very glad I joined. I have read so many stories you all have shared today and it gives me such hope for our country. I am so grateful there is so many that feel the way my husband and I do. Jim has always been a walk with and I am a walk away. So so glad my eyes were opened with Obama. I am grateful to live in America and have a president who truly loves this nation and works so hard for our behalf. Trump2020!! We all have to get out and vote. It's a scary thing to think what would happen if we don't elect Trump to serve another 4 years. Feel free to friend request me if you want to be friends with someone who is now a Republican and proud of it!! Let me know you are from WalkAway.
https://www.facebook.com/groups/1945356878817544/permalink/3539171869436029,"My grandfather was a Democrat. He was a precinct committeeman that would drive you to the polls and give you whiskey out of his trunk after you voted. That's how it was in those days. I've always been a moderate. Leaning more to the right, for sure, but willing to listen and hear the other side. I find the Left today so far left I can't even make sense of it in my head. Yes, I voted for Ross Perot, because I believed he was what our country needed. And it split the Republican vote. I again voted my heart for Trump. Not because he was perfect, bit because he wasn't a politician and I believed that's what my country needed. I still believe that today."
https://www.facebook.com/groups/1945356878817544/permalink/3539763049376911,"IÕve watched all your amazing posts since joining This group. You all are very inspiring __When I was younger I considered myself more liberal. Then I had children and I really started looking at the issues. And I woke up!!! I would like to introduce my family we are a blended family we have five children together. The 2016 election brought my significant other and I together_. We bonded over our middle of the road feelings on politics and too much_government involvement_. I posted something very peaceful the day after the election. I was blasted and told that I didnÕt understand called names and threatened. _Both my parents are gone And I had a very toxic marriage that I had to leave._ I had done everything on my own for my kids and myself _ until Eddie and United. __ so I do understand what itÕs like to struggle and I do understand what itÕs like to only have myself to rely on. IÕve never taken government help. I have worked hard, sometimes several jobs. I feel it is my job as their mom to take care of them and make the best decisions for their futures..... not the governments job.__ I cannot be open on my Facebook with who I support. I feel like I have to hide my true feelings constantly. I worry about losing my job if they know that I am a conservative. My guy is a hard worker and our kids are amazing. I am fighting for a future for them. I have a hard time with the double standard weÕre living in. I have never seen a time in history when we cannot openly admit to who we support without fear of something bad happening. We are far from perfect but we are doing our best for our family. I didnÕt have kids thinking the government would be in control I had kids because I wanted to raise future responsible adults that love their country and respect those who stand to keep us a Free country. As Americans we are very privileged and we canÕt even see it. I see the privilege it is to be an American and I remind my kids daily of how lucky to live where we do. I pray those freedoms continue. Trump has my full support he cares about the American people and itÕs clear as he has done all he said he would do if not more. Thank you for allowing me to share and God-bless our amazing country and all of you! I think the thing about America thatÕs most beautiful is the differences that we all have but being able to come together for the greater good.__"
https://www.facebook.com/groups/1945356878817544/permalink/3540118039341412,When I was 18 I registered as a Republican. At the time I just chose the party not really having a reason. The first president I voted for was Ronald Reagan. I believed in him and his message. Since that time seeing the candidates the Democrats have chosen to run and listening to their rhetoric I now understand the choice I made at 18 really fits my beliefs. I am not far right. I am more in the middle between the middle and the right. However I know I definitely do not believe in the things the left pushes. I am a proud not rich Republican and I love having President Trump in office.
https://www.facebook.com/groups/1945356878817544/permalink/3540123486007534,"Hello everyone. IÕm Ashley, and IÕm pretty sure this is my first ever ÒcampaignÓ IÕve involved myself in... so that speaks volumes to how I view this movement. IÕm a proud Christian, conservative, Pro-Life American (triple punch to the leftist side). I grew up in a republican household, but I truly understand now what it means to be a true Patriot in America. ItÕs not just a title, itÕs a lifestyle IÕm learning more and more about. I refuse to sit down and remain completely quiet as they want me to do. Because of my values, I have recently been called bigot, homophobic, xenophobic, ÒKarenÓ, and my favorite, I was told to ÒGo back to your KKK troop meetingÓ after I told someone I wouldnÕt kneel for anyone except God. Well, I serve someone much higher and will continue to do so. God never promised a persecution-free life; I will continue to serve Him and speak truth. God Bless America, praying for our President!"
https://www.facebook.com/groups/1945356878817544/permalink/3540189199334296,"#WalkAway more like ran away. I also has a conservative mindset but grew up in Chicago voting Democrat. Last time I did that was when Obama ran the first time. Started seeing the do as we say mentality from the left, even talking to a liberal is so hard to do. I am a Assyrian, my family is from Iraq so I am first generation Assyrian-American. We are the indigenous people of Mesopotamia and Christian. We already seen the tearing down of status, taking over parts of cities, burning and defacing churches and buildings, their name was ISIS. This is exactly what I'm seeing from the left. NEVER GOING BACK!"
https://www.facebook.com/groups/1945356878817544/permalink/3540210855998797,"I have been a democratic my whole life, but I haven't really trusted the government or media for most of it. I've been studying things like MK-Ultra since I was a teenager. I only recently switched over to becoming a Trump supporter because I started actually researching what's going on in the world after COVID-19 hit. Now I have a much better understanding of what is happening in our world. Thanks for adding me."
https://www.facebook.com/groups/1945356878817544/permalink/3540282005991682,"I'm a teacher, and aren't teachers always Democrats? I was, for many years. Socially aware of people in need, wanting to help when I can. About 10 years ago I started to wake up to the fact that the Democratic party was changing. Had changed drastically. That I had been changing along with it. An insidious cancer slowly growing and taking hold. I woke up and realized they now did not represent what I believed in. The change had been slow and I had followed along like a sheep. I have to say my husband opened my eyes and I have been a registered Republican and a conservative at heart ever since. My heart breaks for this country, MY country, OUR COUNTRY. We must take it back and educate. After all, that's what teachers do."
https://www.facebook.com/groups/1945356878817544/permalink/3540346749318541,"I come from a long line of politicians from Robert Treat Paine to my paternal grandfather who was a republican house representative. IÕve always been a little rebellious so I refused to identify as either party. My grandfather died right before my 9th bday and later in life I realized I remember every word he ever said to me and most of it was political or related to politics in some way I didnÕt understand at the time. I learned about the New World Order before I learned about Adam and Eve. Papaw always told me I would be the attorney and the politician in the family. I watched my aunt get so deep into what could possibly happen in our country (and world) at some point that she alienated everybody in her life and she rarely leaves her house. She lives in a world of fear, depression, and anger. I saw my dad going down a similar path but I was able to step in before it got too bad. I swore I wanted no part of politics. I have been silent about politics my entire life and refused to have a conversation about it. I always kept up with it though. In 2016 it became harder to be quiet. I had a life long friend that posted Òif you support Trump just delete me,Ó so even though she had no idea who I voted for, I deleted her for the lack of her acceptance of free speech and choice. I also had a good friend that I worked with that was a hardcore Democrat. We were opposite in every way but we respected each other. When Trump won he missed a half day at work. He came in, went to the office of the owner of this large corporation (who is a huge Trump fan), said something very ugly about the election, and an hour later.... well letÕs just say he was offered a comfortable severance to leave his 20yr job. I realized then the trend in attitudes from the Democrats I knew. I am the mother to 4 half black daughters so I am expected to think a certain way, my children are expected to think a certain way. We donÕt!! I love my country to the point that I have a flag on my fridge so my boys can say the pledge every morning before we homeschool. I still cry every time IÕm at a game and hear the National Anthem. Both of my grandfathers fought for our country. My dad fought for our country. I could keep this list going for a while. I have raised my daughters to value the opportunities being American has given us all. They have never liked being set apart. There was a group here that awarded black children every time they got a report card if they had certain grades. My girls got invitations every 9 weeks to come to the dinner they had for the kids and they would throw them away because Òthey didnÕt want to be rewarded because of their skin color.Ó I always encouraged them to go if they wanted to. They will quickly tell you they donÕt feel like theyÕve had less opportunity or that their opportunities have been made more difficult than their white friends. They have a crap ton of student loan debt like everybody else, that doesnÕt discriminate __. Have we had instances of racism, of course. My daughter was ostracized from a comp class in college after being told she ÒwasnÕt black enoughÓ because they didnÕt like her more conservative views. I lived in a suburb (not a nice one) right outside Chicago and there we received more racism from the black community. We arenÕt denying it exists, itÕs just how we allow it to affect our lives, we donÕt. This election period I have had to delete half of my friends on fb, some IÕve know my whole life. IÕve been told IÕm a crappy mom and raised my kids Òtoo whiteÓ _____, IÕm racist, IÕm a bigot, IÕm an embarrassment, I should be ashamed, I forced my children to think like me (not true at all. IÕve always encouraged they do their own research), etc. IÕve even been told my daughter who is pregnant is naming her baby a name thatÕs Òtoo white,Ó sheÕs naming him after her dad. My 7yr old niece and I were in a store and I spoke to an acquaintance, the woman responded with Òracist b****.Ó ThatÕs how far this has gotten for me. This is not the country I want my grandchildren to be raised in. This isnÕt what soldiers put their lives on the line for. After the realizations I had from the 2016 elections (I did vote for Trump) and everything that has happened during this one with my peers, the Democratic Party, BLM, ANTIFA, and the media, I can now say I am a die hard #walkwith republican!!! Trump/Pence 2020 ____________"
https://www.facebook.com/groups/1945356878817544/permalink/3540461859307030,"I just want to say WELCOME! To anyone who decided to #walkaway from the disgusting, evil and vial Democratic Party. Weather you came to the conservative side or not I want to say welcome! You are now amongst people who will support you and defend you when that ugly nasty side shows their colors and attacks you. The free thinking side will always defend its flock!!! I know it took a lot of internal strength to walk away. I was raised blue collar democrat until my father and I both sat and said something is twisted and not right! When Obama came on scene! I lost a few life long friends and some family when I became more vocal about the wrong doings of the Democratic Party. You are safe here so thank you for my request #walkaway to be apart of this group and be a support system for some who may have lost it all walking away!"
https://www.facebook.com/groups/1945356878817544/permalink/3539769882709561,Being 38 years old a union carpenter in chicago always told to vote Democrat never voted but I will be voting Republican and vote for the first time it's not about union anymore it's about what's best for the country and the people
