id,message
101153783224,Hi.i havent posted my story but after reading so many here I thought I would say you all made me cry and laugh and I felt like I found a place that I can feel good in. I grew up in a democratic family. My dad couldn't read so he would take me along with the excuse he was teaching me early. I would whisper to him the names. Nobody knew that we did that.After my dad past away my mom got real involved in taking part in registering voters but I never understood the process of voting. I also never voted until Trump ran for president. The only thing I knew about Obama was he was the first black president. After watching him and his family tell the world that t hey lived in a house built by slaves. It seemed that they pushed the issue of how horrible white people were. I had spent those eight years of watching reading and learning. I had already spent time reading about the Trump family so when he said he was running for office I got excited for the first time. I voted for Trump and still wanted to know more. I eventually met a lady who had driven the presidential family during the election and she had pictures her husband and she attended all the events and the inaugural ball. I was fascinated. She said they are the most caring and sweet family. I am now a cheerleader for Trump. I am happy to find a place that I can talk Trump and not be attacked. Thank you!!
100953773760,"I just want to say thank you for the adding me to the group. Like, many others on the page I #WalkedAway, I have always voted and was registered Democrat. I mainly did it for my mom, who has been threatening me about my ruining life and my family's life due to my new political switch to the republican party. After all my research and homework that I did I realize my view was more conservative driven. Nothing that the democratic party stand on matches my views and it doesn't match the future I hope to have for my girls. I have had friends who out right stop taking to me and I have had family members telling me I am risking alienating my family if I continue down this path; being a conservative republican. I stand for God and church My family structure My freedom And many more. Trump 2020! Thank you guys again for add! I am truly greatful that I get to be around like minded individuals, that share similar views on the political spectrum. I don't want to get into too much detail."
100635510110,"I've been part of this group only a couple months after it began. I'm a Walkaway. I abstained from politics since Desert Storm, watched a lot of amazing footage from CNN at that time. When it ended, I spent my time doing other things away from politics. I was intrigued by the decision of Trump to run for President. Once it was confirmed, I started watching National/World News again. I started with CNN. It took me literally one hour to see right through the bull shit of Don Lemon and his snarky biased cold hearted group. I must say, I was somewhat in shock in how obvious it was. I searched for a new middle of the road channel and ended on Fox News. People spoke more from the heart and down to earth, with logic, much more my speed. I'll make this brief with some bullet points: Did a ton of research Realized I didn't know squat about the politics, perceptions and realities Discovered biases on Google using strategic searches Same biases with most social media and National News Never cared for Trump much before, but came to believe he made a huge sacrifice to fight for us on the right side of sanity and make America the place it should be including fairness for all Voted for Trump as a Democrat and promptly changed over to Republican without blinking Love what he has accomplished with Nation's economics, jobs, de-regulations and much much more, in spite of you know who Discovered recently what Marxism is really about, along with White Privilege and White Fragility. I read a great article regarding this type of control, it's called A Double Bind. Great read and better understanding of how to combat this behavior! BLM is a Marxist organization I denounce violence and destruction I enjoy Rush Limbaugh, ABL Anthony Brian Logan, Candace Owens, Many on the Fox Team, Brandon Tatum, and more Will be getting a Conceal and Carry shortly because good guys with guns hurt bad guys with guns I'm honored to be among all of you and willing to help in any way!!! [#Trump](https://www.facebook.com/hashtag/trump?__eep__=6&source=note&epa=HASHTAG) 2020"
100574250756,"A quick share of my walk with story...I’ve always favored conservative views on maintaining our Constitution, honoring our Military, LEOs, and First responders, Free market capitalism, having a servant’s heart to those in need, and hard work. During Bush 2.0 though, I started noticing Republicans (in general) were not really aligned to those principles. It was becoming the party of greed and excess, of closed door deals that would eventually lead to China having a strangle hold around American assets... and it’s almost happened. Then came the Tea Party.... which seemed to ignite those who were seeing what I was, and knew what bho was before he took office. I didn’t need to see his birth certificates or the theories behind it, or to read all the headlines to see that this individual was and is a traitor. He is NWO personified and was planned long before he ran for the Presidency. Now comes Q, information on Flynn, on unmasking the President, his family and those who still stand with him... I voted for him in 2016 without hesitation, and I’ll be doing it again and bringing as many as I can to the right side along the way. My husband is as staunch in his conservative views as I am, however my Mom is very old school democrat... even though they assassinated that party in 63. She is a brilliant woman yet she was so drawn in by bho... and is willing to vote for Biden, as is my younger sister. I do bring up items going on in an attempt to help educate her... but I also have to draw the line and halt the convo because at some point each American will have to decide if we remain free or we become another Venezuela but for now, in her failing health... I chose my words and battles carefully. I love reading all your testimonies and many of you have endured so much to get here... just know I’ll be standing with you and feel very privileged to read your journeys. God bless and keep each of us, pull on your armor, because I feel it’s going to get very rough, even after the election. 🇺🇸"
100529375379,"Hey everyone. I am a lifelong Conservative, but really identify as a Libertarian rather than a Republican. I've voted R and L, but never D. In 2016, I was unsure about Trump, but knew I couldn't and wouldn't vote for Hillary. I ended up voting for a third party candidate, because I bought into the stories about Trump. Well, I have watched him keep his promises. I have watched him stand up to the lifelong politicians of the Right and Left. I have watched him stand up for US. I have listened to my left leaning friends tell me he is a racist, he's a rapist, he doesn't respect women. My own brother told me on election night that he was worried his gay friends would be locked away under Trump. At the time, I told him I didn't think there was much chance of that. Anyways, yes I still am Libertarian, but in 2020 there is no room for me to vote on party. This election, more than any before, is about saving our country. We must save her from those that wish to destroy her and rebuild her in their image of some communist utopia. We all know how that ends. Trump is rough around the edges, he's no polished politician. I think that is why I trust him though. They man says what he thinks. He doesn't speak politician. We all know where he stands on the issues. As the mother of two young sons, I definitely want to MAGA! As I read all these stories from those of you that are walking away from the Left, I am so encouraged. I am happy to see more diversity coming to the side that just loves our country and our freedom. I welcome you all. It doesn't matter if you're LGBTQ, or what color your skin is, what religion you are or aren't, what gender you are, who you prefer to sleep with (as long as it's consentual.) If you love America, and all she stands for, and want to keep our freedoms, then this is the place for you. No judgement, no hate. Respect and love!!! #WalkAway #WalkWith"
102184662917,"UPDATE: Since sharing this on my page some “friends” have blocked me which really puzzles me. I try to always be fair and post in facts. This post was no different. How any New Yorker doesn’t agree with this is or is offended is crazy to me. Anyway, wanna thank you all for the love and support. I’ve read every single comment. Thank you all. #Trump2020 🇺🇸🇺🇸🇺🇸 I have previously posted my #walkaway testimony, however, I feel compelled to add more as I witness my beloved New York fall apart before my eyes. I live on Long Island, New York. Imagine how infuriating and frustrating that is. I'm a red girl living in a blue state. We have a Governor who is now a dictator. The NY assembly gave him sole authority until April 2021 to make decisions. He has implemented or amended 250 laws to date and imposed over 30 executive orders with no checks and balances. NYS is in fiscal distress yet Cuomo places blame on Trump each and every day for NYS's financial woes. NY Senator Pam Helming and Assemblyman Dave DiPietro tried passing legislation to repeal the power granted to Cuomo. The NYS assembly is democratic controlled and blocked that move to reconvene for such purposes. Every single one of these democrats should be voted out of office. One person holding sole authority is NOT how government works! Cuomo complained he didn't have enough ventilators or hospital beds during the Covid crisis. So what does Trump do? Sends 4000 ventilators, sends the US Comfort Ship, turns the Javit center into a field hospital and constructs a pop up hospital in Central Park. NYS asked and Trump delivered. Guess what? No patients arrived at these field hospitals or on this ship. Why doesn't the media cover this and why aren't they outraged!? To boot, we have DiBlasio as mayor of NYC. His wife was put in charge of implementing a mental health program in the City but nearly $1 billion dollars is unaccounted for. I know, you are as outraged as me BUT he got re-elected despite this. What!??? From day one, he has preached anti-police rhetoric. He places targets on the backs of our men and women in blue each and everyday. He did NOTHING during the riots or looting. In fact, he went on tv to say he wants the police to look different during this time. He did not want any police in riot gear (um..we are in a riot), he wanted them to stand down and wanted less police. Does any of this make sense to you? Nope, me neither. NYS implemented bail reform meaning anyone arrested and if the crime is not deemed violent the criminal is released on bail. Also, any witnesses contact information must be released to the defense team which puts witnesses in jeopardy. On Long Island, a teenager's identity was concealed through court order protective order. Due to the new law, his identity was given to the defense team of a MS-13 gang member who he was due to testify against on a murder he witnessed. Guess what happened? The MS-13 gang membered murdered him! Mayor DiBlasio loves the bail reform. Since most criminals have no reason to show up to court to be sentenced DiBlasio has an incentive program. They give Baseball tickets or movie tickets and will pay for their transportation to show up in court. Are you as outraged as me? They just voted and passed to defund the the police department by $1 billion dollars. City Hall has people camped out, living in tents, children living in these tents, violence has erupted each day and each night and there is no police presence. The City looks like war zone. It's unrecognizable. We are a family that backs the blue. My son just graduated college with a criminology degree and is on the waiting list for the NYPD. While proud, how could he take this job? They now want to pass a law that police have to carry their own insurance in case anyone sues them. I watched videos of protestors hitting, spitting and throwing things at the police during the ""peaceful""protests. A cop shoved a protestor away from him after she was shouting in his face relentlessly. Guess what the Mayor vowed? Yup, he vowed to bring that police officer to justice and charge him. They arrested that officer. Nothing was done to the protestors or looters. NYC could really use Mayor Giuliani back in office to clean this mess up! AOC made it her mission to fumble all attempts of Amazon moving their headquarters to Queens, NY. She organized protestors daily. Headquarters in Queens would have resulted in more jobs for New Yorkers and meant other businesses would have flourished due to the influx of said employees. More people would have used the local cleaners, restaurants, shops etc. It was a win for New York. AOC crushed that and people there love her for it. BLM protests have been held often and even had one march down my quiet surburban street. While they want to defund they police, it should be noted that those protestors were accompanied by a multitude of police cars. I stopped and thanked each one of them for their prescence. (truncated)"
100401726433,"I joined this page as a staunch conservative. I was losing hope for our country and was trying to find some hope. Because I truely believe this election will decide the American way, or the destruction of our country as we know it. And I’m scared. But reading these posts has given me the hope I was looking for . I thank God for opening the eyes and ears of each and every one of you. THANK YOU for walking away and thinking , seeing and hearing the truth for yourselves. I will Continue to pray for our country ❤️❤️💙🖤🇺🇸🇺🇸🇺🇸"
100307062622,"Happy 4th of July Patriots! Fight for what is ours and defend her with every ounce of our creation. As anarchists, marxists, and fascists from the psychotic left and their Democrat handlers along with the pathetic main stream media try to shame us for our American history...know the truth. They aren’t attacking our history they are attacking our families and desperately trying to manipulate us to reject our family and national history.... We were warned that the socialist left would imbed themselves in our nation to destroy us...well now instead of working in the shadows they are emboldened and defended by Democrats to attack us out in the open. Vote Republican this Nov and get rid of these pathetic marxists and fascists who serve the Democrat party. Men, Women of all races and creeds we must stand together as one. Don’t allow the left to divide us."
100165131452,"Hello everyone, my name is Nick. Thanks for letting me join this group. A good friend messaged me that is also a part of it and told me I really need to join, so here I am. I'm lucky to say I was never a Democrat. I'm a hard-core conservative right down to the bone. I've lost friends over the years, because we don't see eye to eye. (They're so tolerant, eh?) I'm all about being on the front lines and exposing this corrupt and evil liberal left-wing Democratic party. I'm Pro-God, Gun, Life and TRUMP and I'm never backing down. Who's with me?"
99405696154,"Registered Democrat in 1972. I had what was then a classical liberal education, perhaps the last generation to get one. Not an indoctrination, but a process that taught me the think critically and skeptically. It demands facts and evidence. My journey toward conservatism had begun. I was the only Southerner in my dorm that did not vote for Jimmy Carter. I listened, and he sounded weak on foreign policy and his economic policies were inflationary. Four years later we had double digit inflation, unemployment, interest rates, long lines at the gas pumps and daily humiliation at the hands of the mullahs in Iran. REAGAN SAVED THE NATION. The modern democrats care only about power, and will stop at nothing to get it. Their ideas are the same failed retreads, taxes taxes taxes, regulations, to which they have added cancel culture, tolerance of leftwing violence, division, toxic race baiting and corruption. I will NEVER vote for a democrat, EVER."
99105478532,"I found this group yesterday and joined immediately. I am a #WalkWith. I am a 48 year old wife of an Army veteran and mother of 3. Since I've been old enough to vote, I've been a Republican. At first it was just falling in line with my family and friends, but after marrying my husband, I started paying attention to how both parties treated the military. That was the start of my personal commitment to the Republican side. What I've witnessed happening to the Dems, especially the last decade or so, scares me. I'm behind anyone who opens their eyes and joins #WalkAway. It gives me hope."
98997551493,"My story isn’t anything great, I was born and raised a conservative with morals and values of a conservative. When I was 18, I dated a guy who was very liberal. I found myself brain washed by the media. I was pro-obama and proud of it. I had lost touch with my religious back ground and was stuck in a rabbit hole. When I started to see the light was when the Michael Brown shooting happened, and I saw how the media and Obama was handling this situation and fueling a fire. Then, the Dallas Ambush with the 5 police officers who died at the hands of a racist happened. I was angry. I was hurt. I was always raised to love thy neighbor. I #walkedaway and haven’t looked back. I can’t back an agenda that is violent but claims to be love and tolerance. I have been attacked by friends and some family (liberal cousins) because I voted for Trump. I voted for him in 2016 and will be voting for him in 2020! Edit: Thank you all for the warm welcome!"
98619010217,"Hi! Just when I thought I'd give up and crawl into a hole of depression with what's happening in this country.. I came across this group!! Thank you #WalkAwayCampaign for giving folks an honest outlet. I was raised in new England, conservative father, Democrat mom. Never was much for politics, as I'm not one for conflict. After moving my family to NC in 2015, I've learned so much (residing in a much more diverse area) . I wanted that for my family! I've always been a thinker and everything I was seeing and hearing just didnt add up. I guess you could've called me a Democrat up north only because I'm FOR the working people. Now that I'm Awake, I can see that the Democrats are doing nothing but keeping thos country down and trying separate folks for their own benefit. They dont give a F* about ""the people"" President Trump has done more for the people of this country than any president EVER. Imagine what he could have accomplished in his time in office if he wasnt constantly being attacked, accused, and held back by the democratic agenda. That part makes me sad, but at least I now know there are people like all of you out there willing to be seen amd heard. As a business owner and performer I try to stay ""neutral"" in all aspects on social media, out of fear that people that don't understand will ruin my business and my families livelihood. That pains me... anyone in this group live in the Raleigh NC area. I've just got to know that I'm not alone here 💗"
99762574459,"Hi!! I’m a #WalkAway , My husband and I have both walked away. My father in law is a Navy Vet and life long Republican . He helped us to see the “light” lol. I never fully identified as a Dem ,but after What I witnessed from 2008-2016 I knew I could never support that party at any capacity again . I love my country and my country people of all walks of life. I truly want to make America great again . I don’t personally know anyone here I don’t think,but I love you anyway and I am happy to be here!!! Thank you for having me!! May God continue to bless us and our amazing President . 💙❤️💙❤️🇺🇸🇺🇸🇺🇸"
98499140713,"Hey everyone, I'm Matt I've always been the guy who avoids politics. I kinda still believe even both sides are corrupt in some ways and always will be but thats politics. Whenever someone brings up religion or politics id always walk away cause most of the time people are so narrow minded they will never even listen to you. I've always been very open minded. I love the freedom of being outdoors and thats where I spend most of my time so never got into the news, that was until we were forced to stay home and all I could do was watch the news. This is when I saw how horrible the news and democrats were. Id watch first hand a speech trump gave and the second it was over they twisted his words. Now I know this always happens but never at a level like this. These people are so fearful of him becoming president again and that makes me wonder why. Is trump finally actually caring about the people over himself? I think yes and hope I'm not wrong. I could go on and on but ill keep it short. There are some scary things happening in the world and for once as Americans I hope the truth comes out. I hope the corrupt finally go to jail. I wish I had the answers to make things better but I don't, but together maybe we can. Stay safe out there my fellow Americans God bless America 🇺🇸 🇺🇸🇺🇸🇺🇸"
98317485068,"I posted previously that I walked away long before it became popular. But in the present I seem to be making so many people mad. They just don’t understand how I can support President Trump. So I posted this: ( bracing for impact) ‘’The Democrat party has lost its way. It it not the same party it was when my dad was a staunch democrat. My father believed that no able bodied person should go on the dole. When Westinghouse went on strike for several months, he moonlighted as a carpenter, my mother did alterations, to put food on the table. I still remember the sign they put in the window. My parents both ‘emigrated’ from Puerto Rico, and their attitude was far different from the people hopping the fence at the southern border. They were proud citizens now,of the best country in the world. They love the flag, the anthem, the constitution. They loved all the opportunity available to anyone willing to work toward a goal. They respected our leaders, our military and law enforcement. They insisted on speaking English, but spoke Spanish to each other, which has afforded me the ability to understand conversational Spanish. I am convinced that if he were alive today, my father would not identify with the Democratic Party. In fact I believe he would be deeply saddened. They lack logic, common sense and patriotism. They seem to encourage anything that would ultimately cause damage and weakness. They claim to have a heart for the oppressed yet their policies are very oppressive and confusing. They sermonize a better way for us to live to protect the environment yet live in enclosed, WALLED mega mansions, and fly private jets everywhere for themselves and their assistants. They are willing to cause damage to the USA and its population as long as there is a chance to make the president look bad. We all need to pray. That This country will turn back to God, that God protects the election, that people will see the truth. And that the media will stop the lies and go back to just reporting the news. It’s not liberals vs conservatives anymore; it’s socialism/communism vs free market. The left is not liberal. Liberalism means tolerance for everything. They are not tolerant. And that’s just my 3 cents! 🥰🇺🇸🇺🇸🇺🇸🇺🇸”"
98126579956,"I chose to #WalkAway about 4 years ago. Hello fellow patriots I'm Amanda. In 2016 my brother in law began to tell me what he has learned about the government and sovereignty and I was intrigued. I began to do my own studying and began to learn everything I had ever known was a lie, the government was not for you, but against you. In a way I guess deep down inside I always had a hunch something wsnt right, I never voted not once for Noone ever I just knew its was rigged. This may seem crazy but sometimes i think Netflix works for the ""good people."" I started watching documentaries about government corruption and my wheels began to spin I dug deeper into these ""conspiracies"" and became sickened with what I found Hillary emails, pedogate, pizzagate and the list goes on, and not to mention the human injustices that the documentaries on Netflix shows which I decided to also become part of the movement to stand up against wrongful imprisonment and i will be graduating this year with a major in criminal law and a minor in criminal justice. Sorry back in topic, a friend of mine invited me to a group #wwg1wga and what I found about about POTUS blew my mind could there actually be a president for the people? I was overwhelmed the joy to find out that the POTUS undercovered the deep state and was going to hold them accountable. I cannot wait to see what happening in the coming days, weeks, and months. I am currently a registered voter and I can not wait for my first time voting ever it will be for a good man 😉"
97870567628,"I have been in this group for a while, reading all the stories about walking with or walking away. I figured it was about time to share mine. I lived in Illinois for 35 years before venturing to Nevada when my dad and sister moved here. Never much into politics, I always had an opinion but never thought my vote mattered or my voice was heard. That is until Trump took office, he has been an inspiration and role model for the last 3 in a half years. Last semester I enrolled at Liberty in political science and plan to graduate in 2023 with my bachelor's degree. I also felt motivated to make a difference in my state and I declared my run for office as State Assembly. I finally found my passion and my voice."
